age,annual_income,employment_type,years_employed,credit_score,existing_debt,loan_amount,loan_term,approval_status
35,35841,Employed,12,679,35183,50742,360,1
52,65000,Employed,11,502,12118,223465,36,1
31,29770,Employed,10,626,25292,202432,24,0
46,22605,Employed,2,576,21276,263291,60,0
41,22097,Self-Employed,13,688,19268,56790,120,1
36,62388,Employed,23,666,33890,189589,24,1
35,138149,Employed,5,556,79330,113467,12,0
42,158269,Employed,25,589,39119,171241,240,1
38,33122,Unemployed,21,546,25638,95759,24,0
24,229045,Employed,25,741,51893,236902,48,1
61,110247,Employed,27,590,35953,63364,120,1
47,71311,Employed,25,636,39414,33860,48,0
23,127812,Self-Employed,14,510,65242,34103,36,0
48,16311,Employed,19,850,2183,282571,120,1
25,156745,Employed,9,632,78101,294379,120,1
53,16939,Employed,7,583,15788,126208,180,0
44,77772,Self-Employed,25,809,6796,132262,240,1
35,29852,Unemployed,12,674,14281,87542,24,0
63,44501,Unemployed,12,732,28979,7445,12,1
29,54971,Self-Employed,5,665,34880,180340,24,1
57,145298,Employed,14,775,11590,244982,48,1
43,56773,Employed,2,671,8052,178746,36,1
56,83532,Employed,10,717,63871,247759,360,1
58,38984,Employed,4,646,32947,56838,240,0
61,38344,Employed,26,537,7272,44238,24,1
55,68299,Employed,16,519,61924,184478,12,0
47,18096,Employed,28,656,11644,45105,24,0
51,38089,Employed,23,534,9398,66140,180,1
39,46082,Employed,6,618,3347,271093,120,1
42,34038,Unemployed,20,629,5257,264416,60,0
35,49910,Self-Employed,8,642,13271,254580,360,1
52,26258,Employed,28,635,5229,153579,240,1
39,89826,Employed,2,667,63356,271173,48,1
44,95472,Employed,22,638,46649,214091,60,1
60,65532,Employed,16,748,60320,231360,360,0
35,57171,Self-Employed,20,543,39974,105437,36,0
48,81584,Self-Employed,25,784,78931,48930,180,1
31,47449,Employed,25,566,25053,44799,12,0
49,65567,Unemployed,2,506,78,82674,24,1
38,45729,Self-Employed,4,679,14067,207257,240,1
38,27254,Employed,27,685,19329,202231,12,0
46,84955,Unemployed,3,439,75043,68477,24,0
51,19531,Employed,22,603,10709,87644,360,0
36,38364,Employed,14,468,23473,168993,240,0
43,182334,Employed,0,631,68089,33820,240,1
37,19564,Self-Employed,20,546,4182,156421,12,0
42,98647,Self-Employed,5,518,37787,106781,360,0
43,39900,Self-Employed,6,657,25748,71463,180,0
50,27098,Employed,12,444,9679,259734,60,0
35,57455,Employed,26,690,11770,105299,24,1
58,48528,Self-Employed,19,543,16146,65624,240,1
31,79745,Employed,10,512,2689,169427,360,1
45,38524,Employed,29,753,3823,245256,36,1
23,135932,Employed,24,518,62176,204752,12,0
43,63298,Employed,11,539,39604,83732,48,1
58,149757,Employed,28,578,67751,273419,24,0
28,55027,Employed,28,491,6600,206422,60,0
48,39282,Employed,8,681,11509,182987,48,1
30,68692,Unemployed,11,657,57367,199939,48,1
34,87157,Employed,21,625,47879,240452,180,0
39,22018,Employed,24,823,9768,125784,36,1
38,81565,Employed,20,626,26263,240173,36,1
45,59743,Employed,6,525,15698,158523,12,0
57,79581,Self-Employed,0,737,21266,224970,240,1
50,31320,Unemployed,25,596,15253,84671,24,0
64,75011,Employed,11,803,67363,261080,12,1
53,192013,Unemployed,21,689,4693,53401,180,1
35,27710,Employed,23,558,6407,42010,48,1
28,70949,Self-Employed,17,512,22706,241905,120,1
42,18503,Employed,4,545,10675,50221,24,0
44,31333,Employed,1,640,8540,193576,24,0
42,24677,Self-Employed,3,630,22980,170835,48,1
59,191320,Employed,8,572,27115,271497,36,1
55,34502,Employed,13,541,2458,32468,180,1
44,46003,Employed,9,635,36214,216820,48,1
60,50987,Self-Employed,20,566,25083,93291,36,0
35,75628,Self-Employed,13,643,29488,27975,60,0
61,195730,Employed,20,412,59760,227037,48,0
44,35358,Unemployed,28,505,3110,221421,360,0
25,21282,Self-Employed,29,586,1340,177710,240,0
44,72088,Unemployed,22,662,18405,51185,120,1
43,194358,Employed,29,526,63320,155167,360,0
36,26841,Employed,9,651,13219,34012,24,1
53,27438,Employed,23,641,15433,82919,48,0
39,65344,Employed,22,802,33067,220754,60,1
46,19290,Unemployed,27,671,12852,33979,48,0
29,93884,Employed,9,598,62108,218110,12,0
50,21277,Employed,21,712,5936,214763,36,1
35,99227,Self-Employed,18,777,48842,286644,24,1
53,31647,Self-Employed,26,693,13796,47440,48,1
63,57349,Employed,17,658,29704,36233,60,1
37,23249,Unemployed,10,651,16844,299212,24,0
34,15289,Employed,28,718,6848,205390,48,1
60,121994,Employed,26,613,61779,49477,12,0
64,84010,Employed,3,432,42385,141581,24,0
63,94867,Employed,9,748,47455,123108,12,1
31,31238,Unemployed,9,672,20550,183076,360,0
25,100937,Employed,14,562,28341,205488,36,1
38,23481,Employed,18,633,21261,154595,180,0
41,25871,Unemployed,18,622,14474,43923,180,1
55,152030,Employed,5,740,17114,93340,360,1
57,57851,Self-Employed,20,553,45412,111325,36,0
25,248546,Employed,22,662,37401,138639,360,1
40,195142,Employed,6,558,63507,268749,60,1
22,85665,Employed,21,600,40428,17612,24,1
47,248886,Employed,25,613,47901,111537,180,1
49,69884,Employed,19,850,56795,271199,60,1
56,43291,Unemployed,15,771,26953,159099,36,1
44,70530,Employed,9,711,33399,86808,360,1
24,66241,Employed,22,721,21121,119979,120,1
61,187130,Employed,9,653,43952,220578,240,1
26,18245,Employed,16,760,18135,206569,12,0
56,105448,Employed,13,572,748,87186,120,1
57,79577,Unemployed,2,619,32968,164446,48,0
45,162691,Employed,8,819,62803,129591,24,1
25,51383,Self-Employed,16,566,24916,103776,240,0
62,85922,Employed,25,601,26019,12996,120,0
52,32241,Employed,5,772,2001,290163,240,1
64,69994,Self-Employed,27,671,23217,42820,360,1
25,35870,Employed,14,671,5910,130208,360,1
30,68671,Self-Employed,29,831,63365,229388,180,1
33,27734,Employed,16,799,1976,261770,120,1
61,152563,Unemployed,4,850,5283,284349,240,1
34,85246,Employed,11,588,63090,163559,36,0
62,15592,Employed,6,757,14545,47023,24,1
62,43361,Employed,5,601,2455,270936,180,1
26,38375,Employed,5,565,8438,204466,240,0
45,50115,Unemployed,17,711,3365,243231,48,1
55,85427,Employed,13,571,77740,40415,180,0
44,48855,Employed,9,742,27073,177972,12,0
30,83226,Employed,4,429,41936,71156,120,0
38,45852,Employed,15,711,41277,122270,60,1
30,31317,Employed,3,671,11782,102139,360,1
58,170212,Self-Employed,0,573,74343,205835,36,0
27,86362,Employed,22,612,79021,233255,180,1
60,89610,Employed,11,521,69705,117070,36,1
27,63857,Employed,0,586,48508,150854,180,0
51,18704,Self-Employed,19,828,8545,54223,48,1
49,61670,Employed,3,439,18083,194017,48,1
57,57219,Self-Employed,5,726,35074,181380,60,1
29,190080,Employed,16,566,37876,182504,36,1
37,19770,Unemployed,10,551,19498,237076,180,0
23,83331,Employed,26,307,3012,285880,36,1
42,74673,Self-Employed,20,689,19750,84902,180,1
61,86696,Employed,25,742,54326,266729,48,1
61,33476,Unemployed,11,585,27631,107249,180,0
25,20842,Unemployed,16,694,12638,159995,60,0
26,60542,Employed,22,794,11342,10749,360,1
27,85819,Self-Employed,13,661,49651,145108,60,0
33,50139,Employed,25,576,17422,219779,60,1
36,23611,Unemployed,29,618,16656,264563,36,0
49,18651,Self-Employed,20,724,8379,5207,24,1
62,49241,Unemployed,2,727,27562,190079,12,0
55,19880,Employed,10,616,18006,287079,36,0
22,192299,Employed,15,760,27915,49617,36,1
42,232089,Self-Employed,21,611,57238,100504,24,1
42,54467,Employed,29,478,44781,188226,12,1
23,47807,Employed,17,653,5797,234673,48,1
23,38718,Self-Employed,15,562,4379,40950,24,0
49,57735,Self-Employed,2,670,37030,90654,24,1
63,36922,Employed,18,692,22829,136404,36,0
33,33616,Self-Employed,9,696,22826,147617,36,0
28,89316,Self-Employed,7,659,49515,145833,12,1
26,45304,Unemployed,6,585,31343,194931,36,0
45,115209,Employed,20,715,75408,108154,120,1
52,42751,Self-Employed,11,685,28918,103864,240,0
55,15503,Unemployed,25,534,2174,8527,12,0
38,29307,Employed,11,603,8825,291516,12,1
48,35459,Self-Employed,7,694,14134,291046,120,1
61,44415,Unemployed,12,642,26360,272749,120,0
36,37603,Employed,25,636,20746,76712,360,0
24,21879,Employed,0,607,5617,11782,60,1
52,243242,Self-Employed,17,647,57183,235921,240,1
24,61899,Self-Employed,18,656,58596,45302,120,0
40,205886,Employed,1,578,12946,188080,36,1
56,128983,Employed,18,725,12031,53867,180,1
31,40249,Self-Employed,18,472,8450,210947,180,0
44,88589,Employed,6,687,67883,52448,240,1
21,53683,Employed,1,718,37404,178348,12,1
22,39942,Employed,9,702,28844,6740,240,0
24,21140,Employed,6,664,12468,85387,240,1
36,78998,Self-Employed,26,828,30613,242217,360,1
58,209138,Employed,12,617,7120,36636,120,1
33,35457,Employed,16,619,3462,60070,240,1
40,17855,Self-Employed,5,770,9992,154363,360,1
63,22245,Employed,7,572,6797,220054,180,1
31,70997,Employed,15,850,69203,114435,360,1
58,16232,Employed,15,561,14383,66110,12,0
52,86730,Self-Employed,5,585,69620,134348,36,0
21,16506,Unemployed,20,850,1479,10523,240,1
58,46917,Self-Employed,2,610,20505,255799,120,0
31,38384,Unemployed,4,675,26131,144284,36,1
64,86387,Self-Employed,6,850,34587,85894,36,1
33,56376,Employed,22,634,35047,174527,240,0
29,83368,Employed,12,638,58794,233997,360,1
45,44638,Employed,13,586,25572,61060,24,1
28,189685,Self-Employed,29,587,1752,162385,120,1
44,58774,Unemployed,23,730,31972,43984,36,0
44,15096,Employed,21,691,13586,299774,360,0
38,42030,Self-Employed,12,661,6599,37879,180,1
33,43078,Self-Employed,6,678,14006,84477,360,1
47,53715,Employed,0,704,16839,96424,360,1
46,23995,Employed,6,434,2053,103613,12,0
29,72531,Employed,23,528,9519,125724,120,1
56,46384,Unemployed,18,707,31235,90424,360,1
47,65010,Self-Employed,6,507,15505,298767,24,1
51,85381,Employed,23,645,28691,28118,360,1
37,205447,Self-Employed,29,574,74035,196425,360,1
45,83628,Self-Employed,19,629,39128,219839,24,1
62,78313,Employed,3,536,17776,144511,240,0
42,52300,Self-Employed,14,685,49284,233831,240,1
55,78108,Self-Employed,3,690,56223,230860,36,0
42,35890,Self-Employed,6,689,600,289469,60,1
25,41434,Self-Employed,14,509,27392,25375,360,0
34,142916,Self-Employed,18,719,64353,108120,36,0
40,190508,Unemployed,10,637,60206,49055,120,1
41,33757,Employed,25,620,10508,297510,60,1
33,155055,Self-Employed,1,458,24556,247432,240,1
52,234628,Unemployed,16,770,33049,218421,60,1
63,198813,Self-Employed,6,639,67224,92855,36,1
53,72574,Employed,0,575,26479,63656,24,0
31,226146,Unemployed,29,681,39701,55749,60,1
44,43019,Self-Employed,26,659,30356,26541,120,1
56,15016,Employed,29,707,13998,254377,48,0
57,29988,Employed,24,594,7303,45708,60,1
64,17767,Employed,15,775,4611,286310,48,1
31,36523,Employed,7,632,14327,121536,360,0
64,40293,Self-Employed,6,447,12454,292867,24,0
25,227456,Unemployed,4,491,78367,216808,120,0
21,31348,Self-Employed,13,557,11460,118918,240,0
25,29761,Employed,3,385,1957,231714,24,0
40,75657,Employed,14,830,31913,238717,36,1
22,50552,Employed,15,677,8552,217612,60,1
48,71193,Self-Employed,20,510,2601,20639,12,1
23,73375,Unemployed,21,669,18569,143577,12,0
25,54416,Self-Employed,6,663,5798,185429,60,1
64,136804,Employed,22,669,53150,65303,36,1
31,79324,Self-Employed,25,482,34218,206713,60,0
37,62528,Self-Employed,9,634,41099,40216,60,1
56,182338,Employed,7,582,12264,25030,48,1
38,39053,Employed,24,679,36421,18147,48,1
47,103787,Self-Employed,22,500,25598,25354,12,1
63,75720,Employed,3,676,6583,207652,48,1
31,55811,Employed,29,574,13686,173662,180,0
55,209797,Self-Employed,23,607,39264,268468,36,0
23,143737,Employed,3,614,59184,127336,12,1
61,27616,Employed,25,833,24546,248891,120,0
50,17946,Unemployed,19,578,3991,252407,360,0
31,16882,Employed,12,659,15024,145697,12,1
33,96747,Employed,19,580,8038,8910,360,1
45,51262,Employed,5,642,20968,294933,48,0
53,105698,Employed,4,649,77987,43328,60,0
27,48184,Self-Employed,22,602,5133,151632,60,1
32,56243,Employed,14,699,22065,196100,180,1
23,46031,Employed,26,600,2755,222040,240,1
42,65618,Employed,23,689,7596,285612,180,1
24,48157,Employed,3,654,21965,210175,240,1
31,62300,Employed,25,830,12720,234399,48,1
61,16515,Employed,11,731,12964,167644,240,1
53,212274,Employed,21,780,55896,137609,12,1
60,22803,Self-Employed,7,633,10438,27871,360,1
23,40173,Employed,8,565,35014,89998,180,0
56,29963,Employed,28,720,20028,92259,240,1
38,57561,Self-Employed,17,847,9737,37035,24,0
29,118612,Self-Employed,23,606,67127,85994,24,0
50,75697,Self-Employed,14,641,73872,258444,12,1
44,67140,Employed,17,611,2523,262201,36,1
53,16858,Self-Employed,5,300,14071,218725,360,0
64,55106,Employed,20,641,49493,261923,360,1
64,136381,Self-Employed,28,619,51536,280609,12,1
49,30125,Employed,21,850,24861,277806,36,1
26,199946,Employed,22,707,41594,133787,12,1
62,27541,Employed,19,850,20828,86065,36,0
49,21750,Employed,10,503,9917,231064,12,0
39,33225,Employed,21,685,26859,176568,12,0
26,87798,Employed,19,691,52095,53394,48,0
46,198135,Unemployed,22,661,66431,46620,12,1
43,35129,Self-Employed,6,650,3160,42309,24,1
50,80876,Self-Employed,18,513,15597,111973,360,1
54,15141,Employed,26,689,5389,252046,60,0
49,35189,Employed,4,632,30395,89428,360,0
41,26452,Self-Employed,2,619,25800,65661,60,1
45,119215,Unemployed,24,641,30671,175356,36,1
43,33967,Unemployed,19,658,6500,154177,240,1
30,38054,Employed,21,580,37834,80563,240,0
50,22043,Employed,3,743,16887,94646,36,0
36,56620,Self-Employed,27,656,39137,262627,360,1
64,74226,Employed,5,532,6861,151702,36,1
32,113194,Employed,7,826,40544,24267,60,1
31,81942,Self-Employed,4,704,15637,260529,360,1
48,236652,Unemployed,4,633,70277,218748,360,0
25,87001,Employed,6,608,32802,262626,60,1
36,31840,Employed,10,672,9782,176934,24,1
44,171964,Self-Employed,7,706,32853,281210,12,1
48,23779,Employed,28,567,10311,272099,12,0
57,40152,Employed,10,638,14541,125388,48,1
39,206539,Employed,16,712,14464,77671,12,1
59,66264,Unemployed,13,669,56683,102997,36,0
60,53221,Unemployed,23,775,8851,177744,240,1
47,32944,Employed,15,736,23892,6082,24,1
35,51255,Employed,27,636,27011,239776,240,1
52,51766,Employed,16,721,15759,298124,180,1
53,67100,Employed,14,767,32371,280378,60,0
52,54567,Employed,20,616,11708,274814,360,1
42,32951,Self-Employed,21,566,28837,21806,120,0
60,246996,Unemployed,11,762,27749,210611,240,1
63,168041,Employed,12,598,54896,269934,240,1
30,84928,Employed,19,713,20517,87131,12,1
25,28930,Employed,2,558,3836,234744,360,0
42,17597,Employed,28,721,17472,190929,48,0
49,73870,Self-Employed,24,850,56020,269704,240,1
33,87003,Employed,20,536,36324,96837,180,1
51,51419,Self-Employed,29,534,13024,221651,240,0
41,39459,Unemployed,1,612,33279,245623,48,0
50,29299,Unemployed,19,646,7639,148162,12,0
26,45084,Employed,13,611,10621,27901,360,1
45,25331,Employed,26,442,11961,266501,360,1
55,114004,Employed,19,687,22869,235732,180,1
29,142396,Unemployed,10,692,14968,230728,60,1
45,82581,Self-Employed,26,458,27436,158993,12,1
38,35628,Self-Employed,22,769,13950,165835,48,1
27,82283,Employed,8,641,50403,7966,360,1
35,109391,Unemployed,0,585,45272,271169,24,0
32,41471,Unemployed,0,737,7739,202756,360,1
24,26948,Employed,23,666,3447,144348,360,1
62,51151,Unemployed,22,706,40455,280842,36,1
56,29414,Self-Employed,2,584,26257,197979,120,1
38,32591,Self-Employed,18,605,23786,280683,240,1
31,26304,Employed,22,476,24726,44724,180,0
26,246481,Employed,19,597,20705,250341,48,1
23,59531,Employed,7,671,43939,131850,120,1
60,31321,Self-Employed,17,599,6477,234554,48,1
50,51658,Employed,0,609,30467,207529,12,0
44,62628,Employed,28,561,25938,242715,60,0
25,75396,Self-Employed,18,658,31736,91316,120,1
54,126320,Employed,28,486,68068,54973,60,0
38,223609,Employed,23,692,13739,241189,240,1
54,192697,Unemployed,18,560,14828,12224,60,1
34,16025,Employed,4,646,3649,100153,60,0
24,24992,Employed,15,751,24239,289466,48,0
61,35524,Self-Employed,11,652,12862,115828,36,1
57,246305,Employed,16,694,59944,220478,24,1
60,80557,Self-Employed,4,702,6954,227564,24,1
37,53057,Employed,14,734,25564,262168,120,1
59,81793,Employed,1,741,46541,85749,180,1
38,19009,Employed,8,669,11058,81092,120,1
46,64325,Employed,29,648,47054,192455,180,1
31,84023,Self-Employed,24,479,52449,254746,60,1
36,87664,Employed,13,662,54155,75265,48,1
35,23207,Self-Employed,10,668,4174,278908,60,1
60,44220,Unemployed,3,712,31293,9819,12,0
58,49280,Employed,6,674,819,91145,240,1
57,29857,Unemployed,5,666,3207,7656,60,1
35,76666,Employed,19,629,72103,240932,60,0
39,70312,Employed,24,754,29100,241115,360,1
54,28278,Employed,23,725,721,216262,180,1
61,53170,Employed,0,793,34339,40783,180,1
39,33451,Employed,8,661,6887,225442,60,0
22,20707,Employed,6,744,15088,82335,360,1
56,59220,Employed,29,850,24510,158870,24,1
38,18379,Unemployed,15,616,13055,108533,240,0
42,27597,Self-Employed,9,635,26557,242556,24,0
38,24448,Employed,14,634,16255,298032,360,1
52,72421,Unemployed,22,555,65521,132635,48,0
42,51547,Employed,16,685,42786,195614,180,1
56,21415,Employed,17,619,9672,69042,36,0
41,91698,Unemployed,24,669,47678,22665,12,1
44,78626,Employed,22,773,6621,245179,24,1
57,55281,Employed,5,850,24686,6823,120,1
40,38015,Self-Employed,13,600,26943,9017,120,0
59,39512,Self-Employed,3,615,25516,180283,120,0
33,22487,Unemployed,8,775,20059,262353,120,0
45,33909,Employed,22,694,15593,217640,36,0
38,36383,Employed,8,570,7522,147625,180,0
45,46170,Employed,7,538,34029,256016,36,0
24,36531,Employed,8,705,34748,164200,12,1
25,65790,Unemployed,2,704,54816,268338,240,1
46,195762,Self-Employed,9,774,44072,62793,24,1
40,18980,Unemployed,2,758,5910,224530,36,1
31,69484,Self-Employed,27,640,11670,112036,120,1
52,101028,Employed,2,533,37980,7118,120,1
32,22358,Employed,2,654,6360,68215,60,1
60,175638,Employed,18,681,72454,109617,24,1
41,149111,Employed,0,581,61723,291903,360,0
40,19326,Self-Employed,4,459,17459,75658,180,0
26,63135,Employed,10,638,46385,94942,120,1
31,20786,Employed,24,618,2835,203693,24,0
27,91455,Unemployed,6,527,41609,207817,36,0
40,47282,Employed,6,829,25602,248208,240,1
37,95045,Employed,6,651,57414,231785,24,1
39,65245,Self-Employed,6,754,58211,81610,12,1
21,26524,Employed,23,579,18322,136886,48,0
55,101510,Unemployed,1,672,57303,149480,180,0
41,15067,Employed,18,720,9523,139262,60,1
34,38621,Self-Employed,10,724,1218,223891,48,1
44,80527,Self-Employed,2,636,28894,175396,360,1
28,83265,Employed,25,615,78619,197330,24,1
29,83745,Unemployed,0,670,56968,45642,24,0
34,186915,Employed,16,731,61127,150432,60,1
53,17818,Employed,13,639,13377,264458,12,0
44,40111,Self-Employed,14,733,2651,283452,360,0
38,27642,Employed,23,638,16025,12153,120,0
53,31025,Employed,24,424,29741,273693,36,0
48,100505,Employed,15,698,63275,296765,180,1
39,105332,Employed,17,679,3827,130306,180,0
46,148207,Employed,12,611,42890,100736,12,0
51,63276,Employed,11,645,53187,106454,180,1
39,17577,Employed,26,617,8060,23330,60,0
28,98281,Unemployed,27,463,52466,29459,60,0
29,32561,Employed,10,578,13060,221207,48,0
25,173260,Employed,28,545,20036,293800,60,1
43,47561,Self-Employed,12,661,7047,210756,24,1
46,44314,Unemployed,7,710,22193,21791,12,1
50,20503,Employed,6,661,16520,81598,36,1
57,214802,Unemployed,16,579,6238,131197,12,1
43,202962,Self-Employed,21,675,27331,79860,48,1
57,116496,Self-Employed,16,559,38495,61308,36,0
44,25494,Unemployed,0,671,13163,123901,24,0
32,48897,Self-Employed,23,848,9444,65393,360,0
44,168117,Self-Employed,26,496,50496,82641,360,1
52,43103,Employed,19,548,28575,294477,120,0
29,75320,Self-Employed,22,685,56662,113291,180,1
63,43513,Self-Employed,4,655,31709,237130,48,0
38,42020,Self-Employed,10,546,25304,218465,36,0
39,47404,Self-Employed,0,701,38865,120363,120,0
28,85203,Employed,23,671,55793,167214,36,1
21,35584,Employed,6,623,21136,88451,36,0
55,64940,Employed,26,821,11049,7237,36,1
55,27235,Unemployed,12,565,26565,97356,180,0
39,27650,Employed,7,724,5553,108845,24,0
56,42115,Self-Employed,16,651,10175,161002,24,1
46,67562,Self-Employed,11,730,19194,85312,360,1
60,35581,Employed,13,713,12792,20430,60,0
21,71088,Employed,27,641,13465,201641,12,0
40,42710,Employed,4,624,6116,217147,120,1
61,76814,Employed,22,458,63046,220880,60,1
50,18852,Employed,5,579,14550,89195,240,0
